SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
996 15.27 8.91 -99.49 -0.24 -0.43 10.67 -0.02 0.03 0.02
997 15.27 8.91 -99.49 -0.20 -0.43 10.63 -0.03 0.03 0.03
998 15.27 8.91 -99.49 -0.20 -0.39 10.67 -0.02 0.03 0.02
999 15.27 8.91 -99.49 -0.31 -0.43 10.59 -0.02 0.02 0.03
1000 15.27 8.91 -99.49 -0.16 -0.39 10.59 -0.02 0.02 0.04
1001 15.36 8.73 -99.49 -0.16 -0.35 10.67 -0.02 0.03 0.04
1002 15.36 8.73 -99.49 -0.27 -0.47 10.67 -0.03 0.03 0.03
1003 15.36 8.73 -99.49 -0.24 -0.43 10.67 -0.02 0.03 0.03
1004 15.36 8.73 -99.49 -0.24 -0.47 10.59 -0.02 0.02 0.04
1005 15.36 8.73 -99.49 -0.24 -0.47 10.51 -0.02 0.02 0.03
1006 15.36 8.73 -99.49 -0.20 -0.47 10.71 -0.02 0.02 0.03
1007 15.36 8.73 -99.49 -0.20 -0.51 10.71 -0.02 0.03 0.03
1008 15.64 8.45 -99.39 -0.24 -0.47 10.71 -0.03 0.03 0.03
1009 15.64 8.45 -99.39 -0.35 -0.47 10.75 -0.03 0.03 0.03
1010 15.64 8.45 -99.39 -0.27 -0.43 10.55 -0.02 0.02 0.03
1011 15.64 8.45 -99.39 -0.24 -0.43 10.51 -0.02 0.03 0.03
1012 15.64 8.45 -99.39 -0.20 -0.47 10.75 -0.02 0.03 0.03
1013 15.64 8.45 -99.39 -0.31 -0.39 10.75 -0.03 0.03 0.03
1014 15.64 8.45 -99.39 -0.31 -0.47 10.55 -0.03 0.03 0.03
1015 15.55 8.36 -99.39 -0.24 -0.43 10.71 -0.02 0.02 0.03
1016 15.55 8.36 -99.39 -0.24 -0.39 10.47 -0.02 0.02 0.03
1017 15.55 8.36 -99.39 -0.27 -0.47 10.67 -0.02 0.02 0.03
1018 15.55 8.36 -99.39 -0.20 -0.47 10.75 -0.03 0.03 0.03
1019 15.55 8.36 -99.39 -0.24 -0.47 10.71 -0.03 0.03 0.03
1020 15.55 8.36 -99.39 -0.35 -0.39 10.63 -0.02 0.03 0.03
1021 15.45 8.55 -99.59 -0.31 -0.47 10.55 -0.02 0.02 0.03
1022 15.45 8.55 -99.59 -0.24 -0.35 10.71 -0.02 0.03 0.02
1023 15.45 8.55 -99.59 -0.16 -0.47 10.59 -0.02 0.03 0.03
1024 15.45 8.55 -99.59 -0.27 -0.39 10.63 -0.02 0.03 0.03
1025 15.45 8.55 -99.59 -0.27 -0.43 10.63 -0.02 0.03 0.03
1026 15.45 8.55 -99.59 -0.27 -0.47 10.63 -0.02 0.02 0.03
1027 15.45 8.55 -99.59 -0.24 -0.51 10.55 -0.02 0.03 0.03
1028 15.55 8.36 -99.69 -0.27 -0.43 10.63 -0.02 0.03 0.04
1029 15.55 8.36 -99.69 -0.24 -0.43 10.59 -0.02 0.03 0.04
1030 15.55 8.36 -99.69 -0.24 -0.47 10.63 -0.02 0.03 0.03
1031 15.55 8.36 -99.69 -0.20 -0.51 10.63 -0.02 0.02 0.04
1032 15.55 8.36 -99.69 -0.24 -0.47 10.67 -0.02 0.02 0.03
1033 15.55 8.36 -99.69 -0.27 -0.47 10.63 -0.02 0.03 0.02
1034 15.55 8.36 -99.69 -0.27 -0.43 10.63 -0.02 0.03 0.03
1035 15.64 8.27 -99.69 -0.24 -0.47 10.67 -0.02 0.03 0.02
1036 15.64 8.27 -99.69 -0.24 -0.51 10.71 -0.02 0.03 0.03
1037 15.64 8.27 -99.69 -0.20 -0.39 10.67 -0.02 0.03 0.03
1038 15.64 8.27 -99.69 -0.27 -0.43 10.59 -0.02 0.03 0.03
1039 15.64 8.27 -99.69 -0.27 -0.43 10.55 -0.02 0.03 0.05
1040 15.64 8.27 -99.69 -0.24 -0.43 10.63 -0.03 0.03 0.05
1041 15.45 8.36 -99.80 -0.24 -0.47 10.63 -0.02 0.03 0.04
1042 15.45 8.36 -99.80 -0.20 -0.47 10.59 -0.02 0.03 0.02
1043 15.45 8.36 -99.80 -0.24 -0.39 10.63 -0.02 0.03 0.03
1044 15.45 8.36 -99.80 -0.24 -0.51 10.59 -0.03 0.03 0.04
1045 15.45 8.36 -99.80 -0.24 -0.43 10.67 -0.02 0.03 0.03
1046 15.45 8.36 -99.80 -0.24 -0.47 10.51 -0.02 0.03 0.02
1047 15.45 8.36 -99.80 -0.27 -0.43 10.71 -0.02 0.02 0.03
1048 15.36 8.27 -99.39 -0.24 -0.47 10.55 -0.02 0.03 0.03
1049 15.36 8.27 -99.39 -0.24 -0.43 10.71 -0.03 0.03 0.03
1050 15.36 8.27 -99.39 -0.20 -0.51 10.79 -0.02 0.03 0.03
1051 15.36 8.27 -99.39 -0.20 -0.43 10.59 -0.02 0.03 0.03
1052 15.36 8.27 -99.39 -0.24 -0.43 10.75 -0.02 0.03 0.03
1053 15.36 8.27 -99.39 -0.31 -0.35 10.67 -0.02 0.02 0.03
1054 15.36 8.27 -99.39 -0.20 -0.47 10.51 -0.02 0.03 0.03
1055 15.64 8.27 -99.69 -0.20 -0.43 10.71 -0.02 0.03 0.03
1056 15.64 8.27 -99.69 -0.24 -0.39 10.67 -0.02 0.03 0.03
1057 15.64 8.27 -99.69 -0.16 -0.43 10.71 -0.02 0.03 0.03
1058 15.64 8.27 -99.69 -0.27 -0.51 10.55 -0.02 0.03 0.03
1059 15.64 8.27 -99.69 -0.24 -0.35 10.63 -0.02 0.03 0.02
1060 15.64 8.27 -99.69 -0.31 -0.47 10.59 -0.02 0.03 0.02
1061 15.64 8.55 -99.39 -0.24 -0.51 10.67 -0.02 0.03 0.03
