SampleNumber MagX MagY MagZ AccX AccY AccZ GyroX GyroY GyroZ
967 10.00 -13.36 -98.16 0.27 1.06 10.71 -0.12 0.11 -0.02
968 10.00 -13.36 -98.16 0.39 1.06 10.83 -0.09 0.13 0.05
969 10.00 -13.36 -98.16 0.67 1.10 10.75 -0.07 0.11 0.04
970 10.00 -13.36 -98.16 0.63 1.26 10.55 0.02 0.06 -0.02
971 10.00 -13.36 -98.16 0.39 1.22 10.51 0.13 -0.01 -0.14
972 10.36 -13.27 -98.06 0.47 1.10 10.43 0.08 -0.01 -0.18
973 10.36 -13.27 -98.06 0.47 1.10 10.59 0.07 -0.01 -0.16
974 10.36 -13.27 -98.06 0.51 1.10 10.67 0.07 0.00 -0.13
975 10.36 -13.27 -98.06 0.31 1.18 10.51 0.12 0.00 -0.13
976 10.36 -13.27 -98.06 0.31 1.18 10.59 0.10 0.04 -0.12
977 10.36 -13.27 -98.06 0.31 1.18 10.55 0.10 0.08 -0.05
978 10.55 -13.55 -97.86 0.35 1.18 10.55 0.07 0.11 0.07
979 10.55 -13.55 -97.86 0.24 1.29 10.79 0.02 0.14 0.13
980 10.55 -13.55 -97.86 0.47 1.22 10.87 -0.05 0.13 0.15
981 10.55 -13.55 -97.86 0.47 1.14 10.83 -0.05 0.10 0.05
982 10.55 -13.55 -97.86 0.47 1.22 10.59 -0.03 0.09 -0.02
983 10.55 -13.55 -97.86 0.43 1.22 10.87 0.02 0.08 -0.04
984 10.55 -13.55 -97.86 0.27 1.22 10.67 0.02 0.08 -0.04
985 10.82 -13.36 -97.76 0.20 1.18 10.59 0.03 0.08 -0.05
986 10.82 -13.36 -97.76 0.12 1.14 10.98 0.01 0.09 -0.06
987 10.82 -13.36 -97.76 0.16 1.10 10.63 0.04 0.05 -0.05
988 10.82 -13.36 -97.76 0.16 1.26 10.51 0.07 0.04 -0.02
989 10.82 -13.36 -97.76 0.27 1.29 10.67 0.06 0.06 0.05
990 10.82 -13.36 -97.76 0.31 1.29 10.67 -0.03 0.10 0.12
991 10.82 -13.36 -97.76 0.55 1.33 10.79 -0.10 0.12 0.17
992 10.73 -13.55 -97.55 0.39 1.33 10.83 -0.10 0.10 0.15
993 10.73 -13.55 -97.55 0.39 1.33 10.59 -0.10 0.07 0.10
994 10.73 -13.55 -97.55 0.27 1.22 10.67 -0.07 0.07 0.10
995 10.73 -13.55 -97.55 0.20 1.22 10.67 -0.02 0.06 0.05
996 10.73 -13.55 -97.55 0.24 1.26 10.83 0.04 0.05 0.02
997 10.73 -13.55 -97.55 0.16 1.22 10.71 0.07 0.05 -0.01
998 10.73 -13.55 -97.55 0.16 1.26 10.71 0.07 0.07 -0.02
999 10.64 -13.82 -97.45 0.08 1.22 10.71 0.08 0.09 -0.01
1000 10.64 -13.82 -97.45 0.31 1.29 10.55 0.08 0.09 0.02
1001 10.64 -13.82 -97.45 0.39 1.33 10.71 0.11 0.10 0.05
1002 10.64 -13.82 -97.45 0.39 1.33 10.71 0.16 0.08 0.08
1003 10.64 -13.82 -97.45 0.24 1.33 10.71 0.16 0.08 0.08
1004 10.64 -13.82 -97.45 0.27 1.33 10.63 0.12 0.07 0.10
1005 10.64 -13.82 -97.45 0.31 1.37 10.63 0.04 0.07 0.10
1006 10.91 -14.00 -97.65 0.27 1.33 10.94 -0.02 0.06 0.13
1007 10.91 -14.00 -97.65 0.20 1.29 10.71 -0.02 0.05 0.12
1008 10.91 -14.00 -97.65 0.16 1.18 10.94 -0.04 0.08 0.12
1009 10.91 -14.00 -97.65 0.20 1.26 10.87 -0.03 0.08 0.11
1010 10.91 -14.00 -97.65 0.20 1.26 10.83 -0.01 0.07 0.10
1011 10.91 -14.00 -97.65 0.27 1.26 10.71 0.00 0.07 0.14
1012 11.00 -13.91 -97.45 0.31 1.29 10.75 0.00 0.06 0.14
1013 11.00 -13.91 -97.45 0.43 1.37 10.59 0.00 0.06 0.13
1014 11.00 -13.91 -97.45 0.31 1.41 10.71 -0.02 0.06 0.13
1015 11.00 -13.91 -97.45 0.20 1.29 10.63 -0.01 0.07 0.14
1016 11.00 -13.91 -97.45 0.31 1.37 10.67 -0.01 0.08 0.16
1017 11.00 -13.91 -97.45 0.35 1.33 10.63 -0.01 0.08 0.18
1018 11.00 -13.91 -97.45 0.31 1.26 10.67 -0.02 0.08 0.16
1019 10.82 -14.18 -97.35 0.16 1.26 10.63 -0.03 0.06 0.12
1020 10.82 -14.18 -97.35 0.27 1.18 10.75 -0.03 0.05 0.10
1021 10.82 -14.18 -97.35 0.08 1.33 10.67 -0.02 0.03 0.06
1022 10.82 -14.18 -97.35 0.20 1.29 10.63 -0.00 0.02 0.05
1023 10.82 -14.18 -97.35 0.27 1.26 10.71 -0.00 0.02 0.05
1024 10.82 -14.18 -97.35 0.16 1.29 10.63 -0.00 0.06 0.03
1025 10.82 -14.18 -97.35 0.20 1.29 10.55 0.02 0.04 0.03
1026 10.82 -14.36 -97.45 0.12 1.41 10.55 0.03 0.06 0.01
1027 10.82 -14.36 -97.45 0.27 1.37 10.63 -0.00 0.07 0.03
1028 10.82 -14.36 -97.45 0.35 1.37 10.75 -0.01 0.08 0.03
1029 10.82 -14.36 -97.45 0.27 1.37 10.71 -0.02 0.06 0.05
1030 10.82 -14.36 -97.45 0.16 1.33 10.75 -0.03 0.05 0.03
1031 10.82 -14.36 -97.45 0.12 1.29 10.71 -0.03 0.04 0.03
1032 10.82 -14.36 -97.45 0.16 1.33 10.75 -0.04 0.06 0.04
1033 10.82 -14.18 -97.04 0.16 1.37 10.71 -0.01 0.07 0.05
1034 10.82 -14.18 -97.04 0.16 1.37 10.63 0.02 0.08 0.05
1035 10.82 -14.18 -97.04 0.27 1.29 10.71 0.02 0.08 0.05
1036 10.82 -14.18 -97.04 0.27 1.33 10.71 0.02 0.08 0.05
1037 10.82 -14.18 -97.04 0.27 1.37 10.71 0.01 0.08 0.07
1038 10.82 -14.18 -97.04 0.12 1.29 10.59 0.02 0.06 0.09
1039 11.00 -14.09 -97.14 0.12 1.29 10.59 0.02 0.04 0.08
1040 11.00 -14.09 -97.14 0.20 1.29 10.67 -0.01 0.05 0.07
1041 11.00 -14.09 -97.14 0.08 1.33 10.63 -0.01 0.05 0.07
1042 11.00 -14.09 -97.14 0.24 1.37 10.75 -0.01 0.06 0.07
1043 11.00 -14.09 -97.14 0.16 1.33 10.67 -0.04 0.07 0.04
1044 11.00 -14.09 -97.14 0.24 1.41 10.75 -0.04 0.07 0.03
1045 11.00 -14.09 -97.14 0.04 1.37 10.71 -0.04 0.06 0.05
1046 11.09 -14.36 -97.04 0.16 1.29 10.87 -0.01 0.06 0.05
1047 11.09 -14.36 -97.04 0.08 1.29 10.67 -0.00 0.05 0.06
1048 11.09 -14.36 -97.04 0.08 1.29 10.75 -0.01 0.04 0.08
1049 11.09 -14.36 -97.04 0.12 1.33 10.67 -0.01 0.03 0.09
1050 11.09 -14.36 -97.04 0.04 1.22 10.67 -0.04 0.04 0.09
1051 11.09 -14.36 -97.04 0.16 1.29 10.79 -0.08 0.04 0.09
1052 11.09 -14.36 -97.04 0.20 1.22 10.75 -0.09 0.06 0.11
1053 11.09 -14.27 -97.24 0.12 1.26 10.71 -0.07 0.08 0.14
1054 11.09 -14.27 -97.24 0.24 1.29 10.63 -0.04 0.09 0.17
1055 11.09 -14.27 -97.24 0.16 1.29 10.63 -0.00 0.08 0.17
1056 11.09 -14.27 -97.24 0.12 1.29 10.71 0.01 0.07 0.19
1057 11.09 -14.27 -97.24 0.47 1.26 10.83 0.01 0.07 0.19
1058 11.09 -14.27 -97.24 0.08 1.33 10.59 0.04 0.05 0.15
1059 11.18 -14.09 -97.14 0.08 1.29 10.67 0.03 0.05 0.05
1060 11.18 -14.09 -97.14 0.08 1.33 10.51 -0.01 0.05 0.04
1061 11.18 -14.09 -97.14 0.08 1.37 10.59 -0.03 0.07 0.06
1062 11.18 -14.09 -97.14 0.12 1.22 10.75 0.00 0.08 0.09
1063 11.18 -14.09 -97.14 0.08 1.29 10.63 0.05 0.08 0.10
1064 11.18 -14.09 -97.14 0.16 1.37 10.55 0.06 0.08 0.11
1065 11.18 -14.09 -97.14 0.08 1.33 10.59 0.03 0.09 0.12
1066 11.27 -14.45 -97.04 0.16 1.41 10.59 -0.02 0.10 0.14
1067 11.27 -14.45 -97.04 0.16 1.41 10.63 -0.02 0.10 0.14
1068 11.27 -14.45 -97.04 0.04 1.37 10.71 -0.05 0.10 0.14
1069 11.27 -14.45 -97.04 0.16 1.33 10.79 -0.05 0.09 0.10
1070 11.27 -14.45 -97.04 0.20 1.41 10.63 -0.05 0.07 0.07
1071 11.27 -14.45 -97.04 0.24 1.37 10.75 -0.02 0.06 0.05
1072 11.27 -14.45 -97.04 0.08 1.41 10.71 0.02 0.06 0.04
1073 11.18 -14.91 -97.04 0.04 1.33 10.67 0.02 0.05 0.05
1074 11.18 -14.91 -97.04 0.08 1.37 10.67 -0.01 0.05 0.05
1075 11.18 -14.91 -97.04 0.08 1.37 10.63 -0.03 0.05 0.05
1076 11.18 -14.91 -97.04 0.04 1.33 10.79 -0.03 0.05 0.07
1077 11.18 -14.91 -97.04 0.08 1.41 10.75 -0.04 0.04 0.11
1078 11.18 -14.91 -97.04 0.04 1.41 10.63 -0.04 0.04 0.11
1079 11.18 -14.91 -97.04 0.08 1.37 10.67 -0.01 0.03 0.11
1080 11.18 -14.73 -96.94 -0.08 1.33 10.59 0.03 0.03 0.10
1081 11.18 -14.73 -96.94 -0.04 1.33 10.79 0.04 0.05 0.11
1082 11.18 -14.73 -96.94 0.04 1.29 10.71 0.02 0.07 0.09
1083 11.18 -14.73 -96.94 0.16 1.37 10.67 -0.02 0.07 0.09
1084 11.18 -14.73 -96.94 0.00 1.37 10.67 -0.07 0.07 0.07
1085 11.18 -14.73 -96.94 0.08 1.37 10.59 -0.08 0.05 0.07
1086 11.00 -14.45 -96.84 0.12 1.33 10.67 -0.08 0.03 0.05
1087 11.00 -14.45 -96.84 0.16 1.37 10.75 -0.07 0.01 0.02
1088 11.00 -14.45 -96.84 0.12 1.37 10.67 -0.04 0.01 0.02
1089 11.00 -14.45 -96.84 -0.04 1.33 10.75 -0.04 0.01 0.02
1090 11.00 -14.45 -96.84 0.04 1.33 10.47 -0.02 0.01 0.05
1091 11.00 -14.45 -96.84 0.24 1.29 10.67 -0.02 0.03 0.08
1092 11.00 -14.45 -96.84 0.04 1.22 10.67 -0.00 0.04 0.10
1093 11.09 -14.64 -97.14 0.12 1.22 10.71 -0.00 0.05 0.14
1094 11.09 -14.64 -97.14 0.16 1.29 10.79 -0.05 0.07 0.18
1095 11.09 -14.64 -97.14 0.08 1.29 10.71 -0.08 0.08 0.14
1096 11.09 -14.64 -97.14 0.08 1.26 10.67 -0.13 0.07 0.12
1097 11.09 -14.64 -97.14 0.08 1.29 10.79 -0.13 0.06 0.10
1098 11.09 -14.64 -97.14 0.08 1.22 10.87 -0.09 0.04 0.07
1099 11.09 -14.64 -97.14 0.04 1.29 10.87 -0.05 0.02 0.06
1100 11.36 -14.82 -97.14 0.04 1.14 10.83 -0.05 0.02 0.07
1101 11.36 -14.82 -97.14 0.00 1.29 10.67 -0.03 0.02 0.07
1102 11.36 -14.82 -97.14 0.12 1.29 10.63 -0.04 0.03 0.07
1103 11.36 -14.82 -97.14 0.12 1.33 10.59 -0.04 0.04 0.07
1104 11.36 -14.82 -97.14 0.04 1.26 10.71 -0.04 0.04 0.07
1105 11.36 -14.82 -97.14 -0.04 1.29 10.59 -0.05 0.04 0.08
1106 11.27 -14.55 -97.24 0.08 1.26 10.67 -0.07 0.05 0.10
1107 11.27 -14.55 -97.24 0.04 1.26 10.71 -0.06 0.05 0.13
1108 11.27 -14.55 -97.24 -0.04 1.22 10.71 -0.05 0.05 0.14
1109 11.27 -14.55 -97.24 0.16 1.10 10.87 -0.06 0.06 0.14
1110 11.27 -14.55 -97.24 -0.04 1.22 10.71 -0.03 0.04 0.09
1111 11.27 -14.55 -97.24 0.00 1.22 10.71 -0.02 0.05 0.06
1112 11.27 -14.55 -97.24 0.20 1.18 10.83 -0.02 0.05 0.09
1113 11.45 -14.55 -96.84 0.00 1.29 10.71 0.00 0.08 0.09
1114 11.45 -14.55 -96.84 0.04 1.26 10.67 0.03 0.09 0.09
1115 11.45 -14.55 -96.84 0.00 1.29 10.67 0.03 0.08 0.11
1116 11.45 -14.55 -96.84 -0.04 1.26 10.59 0.03 0.09 0.13
1117 11.45 -14.55 -96.84 0.00 1.22 10.67 -0.02 0.11 0.16
1118 11.45 -14.55 -96.84 0.08 1.18 10.75 -0.08 0.14 0.20
1119 11.45 -14.55 -96.84 0.00 1.26 10.59 -0.11 0.15 0.22
1120 11.36 -15.00 -96.84 0.08 1.22 10.59 -0.10 0.14 0.23
1121 11.36 -15.00 -96.84 0.08 1.14 10.75 -0.09 0.12 0.24
1122 11.36 -15.00 -96.84 0.12 1.14 10.75 -0.07 0.10 0.23
1123 11.36 -15.00 -96.84 0.08 1.18 10.67 -0.07 0.10 0.19
1124 11.36 -15.00 -96.84 -0.08 1.18 10.71 -0.07 0.09 0.19
1125 11.36 -15.00 -96.84 0.00 1.18 10.67 -0.10 0.09 0.18
1126 0.00 0.00 0.00 -0.08 1.26 10.79 -0.09 0.09 0.18
1127 11.18 -14.91 -96.63 -0.12 1.18 10.40 -0.05 0.10 0.21
1128 11.18 -14.91 -96.63 -0.04 1.22 10.90 -0.04 0.10 0.26
1129 11.18 -14.91 -96.63 -0.04 1.18 10.79 -0.03 0.10 0.31
1130 11.18 -14.91 -96.63 -0.12 1.26 10.67 -0.05 0.10 0.34
1131 11.18 -14.91 -96.63 -0.16 1.14 10.90 -0.08 0.12 0.41
1132 11.18 -14.91 -96.63 -0.08 1.33 10.75 -0.11 0.13 0.49
1133 11.18 -15.27 -96.94 -0.24 1.29 10.63 -0.18 0.14 0.59
1134 11.18 -15.27 -96.94 -0.08 1.18 10.79 -0.20 0.15 0.70
1135 11.18 -15.27 -96.94 0.08 1.14 10.75 -0.20 0.15 0.70
1136 11.18 -15.27 -96.94 -0.12 1.06 10.98 -0.20 0.13 0.70
1137 11.18 -15.27 -96.94 -0.16 1.10 10.63 -0.22 0.12 0.69
1138 11.18 -15.27 -96.94 -0.24 1.06 10.59 -0.24 0.10 0.69
1139 11.18 -15.27 -96.94 -0.12 1.14 10.63 -0.26 0.09 0.72
1140 10.36 -15.09 -96.84 -0.27 1.10 10.51 -0.29 0.09 0.76
1141 10.36 -15.09 -96.84 -0.08 0.94 10.67 -0.37 0.10 0.89
1142 10.36 -15.09 -96.84 0.04 0.94 10.83 -0.46 0.09 1.05
1143 10.36 -15.09 -96.84 0.08 0.90 10.59 -0.49 0.09 1.11
1144 10.36 -15.09 -96.84 -0.16 0.78 10.87 -0.50 0.15 1.09
1145 10.36 -15.09 -96.84 -0.04 0.67 10.90 -0.49 0.18 1.12
1146 9.91 -15.27 -97.35 0.12 0.59 11.10 -0.40 0.19 1.08
1147 9.91 -15.27 -97.35 -0.24 0.59 10.87 -0.34 0.19 1.01
1148 9.91 -15.27 -97.35 -0.12 0.55 11.10 -0.34 0.19 1.01
1149 9.91 -15.27 -97.35 -0.39 0.67 10.83 -0.36 0.20 1.08
1150 9.91 -15.27 -97.35 -0.27 0.75 10.87 -0.40 0.21 1.19
1151 9.91 -15.27 -97.35 -0.47 0.75 10.94 -0.47 0.25 1.40
1152 9.91 -15.27 -97.35 -0.67 0.82 10.83 -0.55 0.23 1.68
1153 8.64 -15.09 -97.76 -0.43 0.63 11.02 -0.64 0.20 2.00
1154 8.64 -15.09 -97.76 -0.39 0.35 10.90 -0.72 0.20 2.35
1155 8.64 -15.09 -97.76 -0.51 0.20 11.14 -0.74 0.17 2.61
1156 8.64 -15.09 -97.76 -0.12 -0.08 11.34 -0.69 0.11 2.79
1157 8.64 -15.09 -97.76 -0.04 -0.08 11.38 -0.58 0.09 2.80
1158 8.64 -15.09 -97.76 -0.12 -0.27 11.18 -0.43 0.06 2.76
1159 8.64 -15.09 -97.76 -0.08 -0.16 10.75 -0.34 -0.02 2.68
1160 6.18 -15.45 -97.96 -0.20 -0.08 10.71 -0.34 -0.02 2.68
1161 6.18 -15.45 -97.96 0.04 -0.08 10.79 -0.35 -0.05 2.63
1162 6.18 -15.45 -97.96 -0.08 -0.39 10.67 -0.41 -0.02 2.71
1163 6.18 -15.45 -97.96 -0.39 -0.27 10.28 -0.38 -0.00 2.72
1164 6.18 -15.45 -97.96 -0.47 0.04 10.43 -0.26 -0.00 2.69
1165 6.18 -15.45 -97.96 -0.27 -0.08 10.28 -0.09 0.07 2.75
1166 3.55 -16.36 -97.76 -0.55 -0.04 10.63 0.06 0.17 2.90
1167 3.55 -16.36 -97.76 -0.67 -0.12 10.75 0.17 0.29 2.93
1168 3.55 -16.36 -97.76 -0.43 0.31 10.75 0.27 0.41 2.93
1169 3.55 -16.36 -97.76 -0.43 0.12 10.55 0.34 0.52 2.99
1170 3.55 -16.36 -97.76 -0.43 0.39 10.55 0.31 0.59 3.14
1171 3.55 -16.36 -97.76 -0.16 0.00 11.10 0.20 0.60 3.36
1172 3.55 -16.36 -97.76 -0.27 -0.43 10.83 0.20 0.60 3.52
1173 1.64 -18.00 -97.04 -0.08 0.00 11.10 0.09 0.61 3.52
1174 1.64 -18.00 -97.04 -0.43 0.27 10.83 0.03 0.60 3.40
1175 1.64 -18.00 -97.04 -0.31 -0.35 10.98 -0.08 0.43 3.21
1176 1.64 -18.00 -97.04 -0.35 -0.78 10.94 -0.23 0.15 3.09
1177 1.64 -18.00 -97.04 -0.75 -0.47 10.98 -0.22 0.05 2.95
1178 1.64 -18.00 -97.04 -0.78 -0.27 10.55 -0.04 -0.05 2.70
1179 1.64 -18.36 -96.63 -0.94 -0.08 10.63 0.18 -0.13 2.44
1180 -1.64 -18.36 -96.63 -0.94 -0.08 10.79 0.46 -0.10 2.22
1181 -1.64 -18.36 -96.63 -0.67 0.24 10.79 0.65 -0.02 2.03
1182 -1.64 -18.36 -96.63 -0.63 0.35 10.75 0.71 0.09 1.92
1183 -1.64 -18.36 -96.63 -0.51 0.27 10.75 0.70 0.15 1.99
1184 -1.64 -18.36 -96.63 -0.82 0.71 11.02 0.75 0.15 2.27
1185 -1.64 -18.36 -96.63 -1.14 1.06 10.87 0.75 0.15 2.27
1186 -4.18 -20.00 -95.71 -0.90 0.90 10.75 0.72 0.11 2.49
1187 -4.18 -20.00 -95.71 -0.59 0.75 10.98 0.56 0.12 2.58
1188 -4.18 -20.00 -95.71 -0.67 0.47 10.98 0.40 0.16 2.64
1189 -4.18 -20.00 -95.71 -0.75 0.78 10.98 0.29 0.17 2.72
1190 -4.18 -20.00 -95.71 -0.75 0.82 11.06 0.25 0.16 2.68
1191 -4.18 -20.00 -95.71 -0.78 0.82 10.90 0.28 0.12 2.64
1192 -4.18 -20.00 -95.71 -0.98 0.94 10.87 0.36 -0.01 2.75
1193 -7.27 -20.73 -95.51 -0.59 1.02 11.10 0.37 -0.11 2.71
1194 -7.27 -20.73 -95.51 -0.67 1.26 10.87 0.25 -0.20 2.60
1195 -7.27 -20.73 -95.51 -0.51 1.22 10.71 0.03 -0.27 2.62
1196 -7.27 -20.73 -95.51 -0.63 0.98 10.51 -0.03 -0.21 2.58
1197 -7.27 -20.73 -95.51 -0.35 0.98 10.59 -0.03 -0.21 2.63
1198 -7.27 -20.73 -95.51 -0.51 1.18 10.63 0.10 -0.09 2.63
1199 -10.64 -19.64 -95.00 -0.63 0.82 10.83 0.19 -0.04 2.72
1200 -10.64 -19.64 -95.00 -0.35 0.63 10.83 0.23 -0.11 2.60
1201 -10.64 -19.64 -95.00 -0.12 0.35 10.63 0.21 -0.17 2.39
1202 -10.64 -19.64 -95.00 0.00 0.86 10.87 0.05 -0.23 2.19
1203 -10.64 -19.64 -95.00 -0.04 1.02 10.47 -0.14 -0.24 1.93
1204 -10.64 -19.64 -95.00 -0.16 1.22 10.51 -0.24 -0.24 1.66
1205 -10.64 -19.64 -95.00 0.00 1.65 10.20 -0.32 -0.32 1.59
1206 -13.55 -18.45 -94.59 -0.27 1.26 10.98 -0.42 -0.41 1.69
1207 -13.55 -18.45 -94.59 -0.04 1.10 10.94 -0.36 -0.38 1.61
1208 -13.55 -18.45 -94.59 0.04 0.94 10.83 -0.19 -0.26 1.60
1209 -13.55 -18.45 -94.59 -0.04 0.90 10.75 -0.23 -0.23 1.79
1210 -13.55 -18.45 -94.59 0.08 0.78 10.90 -0.31 -0.17 1.72
1211 -13.55 -18.45 -94.59 0.16 0.55 11.06 -0.39 -0.15 1.67
1212 -16.36 -16.18 -94.90 0.24 0.39 10.94 -0.43 -0.16 1.72
1213 -16.36 -16.18 -94.90 0.04 0.63 10.71 -0.42 -0.18 1.81
1214 -16.36 -16.18 -94.90 0.24 0.35 10.71 -0.54 -0.13 1.67
1215 -16.36 -16.18 -94.90 0.12 0.51 10.83 -0.54 -0.08 1.56
1216 -16.36 -16.18 -94.90 0.00 0.71 10.75 -0.50 -0.08 1.56
1217 -16.36 -16.18 -94.90 0.20 0.55 10.63 -0.50 -0.07 1.59
1218 -16.36 -16.18 -94.90 -0.04 0.63 10.90 -0.46 -0.05 1.60
1219 -17.73 -13.55 -95.20 0.63 0.35 10.51 -0.17 -0.01 1.52
1220 -17.73 -13.55 -95.20 0.12 0.31 10.98 -0.02 -0.03 1.48
1221 -17.73 -13.55 -95.20 0.27 0.08 10.67 -0.10 -0.14 1.48
1222 -17.73 -13.55 -95.20 0.39 0.08 10.12 -0.22 -0.13 1.33
1223 -17.73 -13.55 -95.20 0.35 0.24 10.63 -0.28 -0.14 1.09
1224 -17.73 -13.55 -95.20 0.31 0.12 10.94 -0.30 -0.13 0.91
1225 -19.00 -12.18 -94.90 0.51 -0.08 10.63 -0.30 -0.12 0.79
1226 -19.00 -12.18 -94.90 0.16 0.08 10.79 -0.22 -0.18 0.77
1227 -19.00 -12.18 -94.90 0.47 0.16 10.55 -0.13 -0.12 0.65
1228 -19.00 -12.18 -94.90 0.47 0.00 10.90 -0.13 -0.07 0.51
1229 -19.00 -12.18 -94.90 0.51 -0.16 10.59 -0.27 -0.02 0.35
1230 -19.00 -12.18 -94.90 0.67 0.16 10.75 -0.46 0.12 0.23
1231 -19.00 -12.18 -94.90 0.43 0.00 10.94 -0.59 0.16 0.25
1232 -19.00 -12.18 -94.90 0.35 -0.08 10.94 -0.59 0.13 0.32
1233 -19.00 -12.18 -94.90 0.16 -0.08 10.87 -0.59 0.01 0.30
1234 -19.00 -12.18 -94.90 0.39 -0.04 10.98 -0.42 0.04 0.30
1235 -19.00 -12.18 -94.90 0.43 0.00 11.02 -0.19 -0.05 0.29
1236 -19.00 -12.18 -94.90 0.51 0.04 11.10 0.01 -0.06 0.28
1237 -19.00 -12.18 -94.90 0.35 -0.08 11.06 0.15 -0.04 0.26
1238 -19.64 -10.82 -95.00 0.43 -0.78 10.16 0.22 0.03 0.29
1239 -19.64 -10.82 -95.00 0.24 -0.78 10.32 0.07 0.06 0.23
1240 -19.64 -10.82 -95.00 0.35 -0.39 10.59 -0.33 0.08 0.00
1241 -19.64 -10.82 -95.00 0.24 0.00 10.87 -0.61 0.15 -0.17
1242 -19.64 -10.82 -95.00 0.35 0.12 11.06 -0.63 0.19 -0.27
1243 -19.64 -10.82 -95.00 0.31 0.04 11.10 -0.48 0.12 -0.25
1244 -19.64 -10.82 -95.00 0.35 0.00 11.06 -0.32 0.03 -0.20
1245 -19.64 -10.82 -95.00 0.20 0.08 11.10 -0.16 0.00 -0.18
1246 -19.64 -10.82 -95.00 0.35 0.00 11.14 0.00 -0.03 -0.13
1247 -19.64 -10.82 -95.00 0.43 -0.08 11.10 0.16 -0.07 -0.08
1248 -19.64 -10.82 -95.00 0.31 -0.35 10.98 0.24 -0.10 -0.07
1249 -19.64 -10.82 -95.00 0.31 -0.35 10.87 0.32 -0.05 -0.08
1250 -19.64 -10.82 -95.00 0.67 -0.35 10.63 0.38 -0.03 -0.12
1251 -19.64 -10.73 -95.41 0.63 -0.31 10.55 0.38 -0.03 -0.14
1252 -19.64 -10.73 -95.41 0.59 -0.27 10.12 0.23 -0.05 -0.14
1253 -19.64 -10.73 -95.41 0.63 0.00 10.94 -0.03 -0.01 -0.18
1254 -19.64 -10.73 -95.41 0.59 0.00 10.20 -0.15 0.12 -0.14
1255 -19.64 -10.73 -95.41 0.43 0.00 10.75 -0.22 0.19 -0.13
1256 -19.64 -10.73 -95.41 0.43 0.08 10.59 -0.14 0.26 -0.12
1257 -19.09 -11.00 -95.71 0.27 -0.12 10.47 -0.11 0.28 -0.13
1258 -19.09 -11.00 -95.71 0.27 -0.24 10.40 -0.20 0.21 -0.14
1259 -19.09 -11.00 -95.71 0.24 -0.27 10.43 -0.29 0.19 -0.20
1260 -19.09 -11.00 -95.71 0.31 -0.12 10.63 -0.31 0.16 -0.23
1261 -19.09 -11.00 -95.71 0.12 -0.20 10.71 -0.21 0.13 -0.17
1262 -19.09 -11.00 -95.71 0.24 -0.08 10.98 0.01 0.11 -0.08
1263 -19.09 -11.00 -95.71 0.31 -0.12 10.59 0.20 0.09 -0.01
1264 -19.09 -10.82 -96.12 0.39 -0.16 10.75 0.23 0.09 0.06
1265 -19.09 -10.82 -96.12 0.12 -0.16 10.98 0.13 0.09 0.01
1266 -19.09 -10.82 -96.12 0.27 -0.12 11.02 0.05 0.07 -0.05
1267 -19.09 -10.82 -96.12 0.12 -0.12 10.94 0.05 0.01 -0.06
1268 -19.09 -10.82 -96.12 0.20 -0.12 10.75 0.08 -0.02 -0.11
1269 -19.09 -10.82 -96.12 0.31 -0.12 10.87 0.07 -0.02 -0.12
1270 -19.00 -11.36 -96.02 0.31 -0.04 10.75 0.09 0.02 -0.07
1271 -19.00 -11.36 -96.02 0.43 0.00 10.63 0.09 0.02 -0.03
1272 -19.00 -11.36 -96.02 0.20 -0.16 10.59 0.09 0.04 -0.01
1273 -19.00 -11.36 -96.02 0.31 -0.16 10.63 0.02 0.05 0.01
1274 -19.00 -11.36 -96.02 0.31 -0.04 10.87 -0.11 0.04 -0.04
1275 -19.00 -11.36 -96.02 0.27 -0.12 10.90 -0.25 0.05 -0.13
1276 -19.00 -11.36 -96.02 0.35 -0.24 10.63 -0.28 0.06 -0.15
1277 -18.82 -10.91 -96.02 0.27 -0.39 10.67 -0.22 0.07 -0.11
1278 -18.82 -10.91 -96.02 0.20 -0.24 10.75 -0.17 0.07 -0.08
1279 -18.82 -10.91 -96.02 0.24 -0.39 10.67 -0.17 0.09 -0.07
1280 -18.82 -10.91 -96.02 0.12 -0.35 10.75 -0.17 0.11 -0.07
1281 -18.82 -10.91 -96.02 0.12 -0.31 10.90 -0.22 0.10 -0.13
1282 -18.82 -10.91 -96.02 0.08 0.00 10.94 -0.27 0.09 -0.22
1283 -18.45 -10.73 -95.92 0.27 -0.04 10.83 -0.15 0.09 -0.24
1284 -18.45 -10.73 -95.92 0.12 0.00 10.94 0.09 0.07 -0.15
1285 -18.45 -10.73 -95.92 0.20 -0.04 10.83 0.32 0.06 -0.01
1286 -18.45 -10.73 -95.92 0.20 -0.04 10.67 0.48 0.06 0.07
1287 -18.45 -10.73 -95.92 0.24 -0.24 10.47 0.53 0.06 0.11
1288 -18.45 -10.73 -95.92 0.27 -0.35 10.43 0.31 0.04 0.04
1289 -18.45 -10.73 -95.92 0.20 -0.31 10.83 0.31 0.04 -0.06
1290 -18.45 -10.73 -95.92 0.12 -0.24 10.83 -0.05 0.02 -0.06
1291 -18.45 -10.73 -95.92 0.24 -0.35 10.63 -0.21 0.01 -0.10
1292 -18.45 -10.73 -95.92 0.27 -0.27 10.55 -0.22 -0.01 -0.14
